"","sci_name","Group"
"3345","Neurergus derjugini","Amphibian"
"3346","Neurergus kaiseri","Amphibian"
"3347","Neurergus strauchii","Amphibian"
"3348","Niceforonia brunnea","Amphibian"
"3349","Niceforonia dolops","Amphibian"
"3350","Nidirana adenopleura","Amphibian"
"3351","Nidirana chapaensis","Amphibian"
"3352","Nidirana daunchina","Amphibian"
"3353","Nidirana lini","Amphibian"
"3354","Nidirana okinavana","Amphibian"
"3355","Nidirana pleuraden","Amphibian"
"3356","Notaden bennettii","Amphibian"
"3357","Notaden melanoscaphus","Amphibian"
"3358","Notaden nichollsi","Amphibian"
"3359","Notaden weigeli","Amphibian"
"3360","Nothophryne baylissi","Amphibian"
"3361","Nothophryne broadleyi","Amphibian"
"3362","Nothophryne inagoensis","Amphibian"
"3363","Nothophryne ribauensis","Amphibian"
"3364","Nothophryne unilurio","Amphibian"
"3365","Notophthalmus meridionalis","Amphibian"
"3366","Notophthalmus perstriatus","Amphibian"
"3367","Notophthalmus viridescens","Amphibian"
"3368","Nyctibates corrugatus","Amphibian"
"3369","Nyctibatrachus acanthodermis","Amphibian"
"3370","Nyctibatrachus aliciae","Amphibian"
"3371","Nyctibatrachus anamallaiensis","Amphibian"
"3372","Nyctibatrachus athirappillyensis","Amphibian"
"3373","Nyctibatrachus beddomii","Amphibian"
"3374","Nyctibatrachus danieli","Amphibian"
"3375","Nyctibatrachus dattatreyaensis","Amphibian"
"3376","Nyctibatrachus deccanensis","Amphibian"
"3377","Nyctibatrachus deveni","Amphibian"
"3378","Nyctibatrachus gavi","Amphibian"
"3379","Nyctibatrachus grandis","Amphibian"
"3380","Nyctibatrachus humayuni","Amphibian"
"3381","Nyctibatrachus indraneili","Amphibian"
"3382","Nyctibatrachus jog","Amphibian"
"3383","Nyctibatrachus karnatakaensis","Amphibian"
"3384","Nyctibatrachus kempholeyensis","Amphibian"
"3385","Nyctibatrachus kumbara","Amphibian"
"3386","Nyctibatrachus major","Amphibian"
"3387","Nyctibatrachus minimus","Amphibian"
"3388","Nyctibatrachus minor","Amphibian"
"3389","Nyctibatrachus periyar","Amphibian"
"3390","Nyctibatrachus petraeus","Amphibian"
"3391","Nyctibatrachus pillaii","Amphibian"
"3392","Nyctibatrachus poocha","Amphibian"
"3393","Nyctibatrachus pulivijayani","Amphibian"
"3394","Nyctibatrachus sabarimalai","Amphibian"
"3395","Nyctibatrachus sanctipalustris","Amphibian"
"3396","Nyctibatrachus sylvaticus","Amphibian"
"3397","Nyctibatrachus vasanthi","Amphibian"
"3398","Nyctibatrachus vrijeuni","Amphibian"
"3399","Nyctibatrachus webilla","Amphibian"
"3400","Nyctimantis arapapa","Amphibian"
"3401","Nyctimantis bokermanni","Amphibian"
"3402","Nyctimantis brunoi","Amphibian"
"3403","Nyctimantis siemersi","Amphibian"
"3404","Nyctimystes avocalis","Amphibian"
"3405","Nyctimystes bivocalis","Amphibian"
"3406","Nyctimystes calcaratus","Amphibian"
"3407","Nyctimystes cheesmani","Amphibian"
"3408","Nyctimystes cryptochrysos","Amphibian"
"3409","Nyctimystes daymani","Amphibian"
"3410","Nyctimystes disruptus","Amphibian"
"3411","Nyctimystes fluviatilis","Amphibian"
"3412","Nyctimystes foricula","Amphibian"
"3413","Nyctimystes granti","Amphibian"
"3414","Nyctimystes gularis","Amphibian"
"3415","Nyctimystes humeralis","Amphibian"
"3416","Nyctimystes intercastellus","Amphibian"
"3417","Nyctimystes kubori","Amphibian"
"3418","Nyctimystes latratus","Amphibian"
"3419","Nyctimystes myolae","Amphibian"
"3420","Nyctimystes narinosus","Amphibian"
"3421","Nyctimystes ocreptus","Amphibian"
"3422","Nyctimystes oktediensis","Amphibian"
"3423","Nyctimystes papua","Amphibian"
"3424","Nyctimystes perimetri","Amphibian"
"3425","Nyctimystes pulcher","Amphibian"
"3426","Nyctimystes semipalmatus","Amphibian"
"3427","Nyctimystes trachydermis","Amphibian"
"3428","Nyctimystes traunae","Amphibian"
"3429","Nyctimystes zweifeli","Amphibian"
"3430","Nymphargus anomalus","Amphibian"
"3431","Nymphargus armatus","Amphibian"
"3432","Nymphargus balionotus","Amphibian"
"3433","Nymphargus bejaranoi","Amphibian"
"3434","Nymphargus buenaventura","Amphibian"
"3435","Nymphargus cariticommatus","Amphibian"
"3436","Nymphargus caucanus","Amphibian"
"3437","Nymphargus chami","Amphibian"
"3438","Nymphargus chancas","Amphibian"
"3439","Nymphargus cochranae","Amphibian"
"3440","Nymphargus colomai","Amphibian"
"3441","Nymphargus cristinae","Amphibian"
"3442","Nymphargus garciae","Amphibian"
"3443","Nymphargus grandisonae","Amphibian"
"3444","Nymphargus griffithsi","Amphibian"
"3445","Nymphargus ignotus","Amphibian"
"3446","Nymphargus lasgralarias","Amphibian"
"3447","Nymphargus laurae","Amphibian"
"3448","Nymphargus lindae","Amphibian"
"3449","Nymphargus luminosus","Amphibian"
"3450","Nymphargus luteopunctatus","Amphibian"
"3451","Nymphargus manduriacu","Amphibian"
"3452","Nymphargus mariae","Amphibian"
"3453","Nymphargus megistus","Amphibian"
"3454","Nymphargus mixomaculatus","Amphibian"
"3455","Nymphargus oreonympha","Amphibian"
"3456","Nymphargus phenax","Amphibian"
"3457","Nymphargus pluvialis","Amphibian"
"3458","Nymphargus posadae","Amphibian"
"3459","Nymphargus prasinus","Amphibian"
"3460","Nymphargus rosada","Amphibian"
"3461","Nymphargus ruizi","Amphibian"
"3462","Nymphargus siren","Amphibian"
"3463","Nymphargus spilotus","Amphibian"
"3464","Nymphargus sucre","Amphibian"
"3465","Nymphargus wileyi","Amphibian"
"3466","Occidozyga baluensis","Amphibian"
"3467","Occidozyga celebensis","Amphibian"
"3468","Occidozyga diminutiva","Amphibian"
"3469","Occidozyga floresiana","Amphibian"
"3470","Occidozyga laevis","Amphibian"
"3471","Occidozyga lima","Amphibian"
"3472","Occidozyga magnapustulosa","Amphibian"
"3473","Occidozyga martensii","Amphibian"
"3474","Occidozyga rhacoda","Amphibian"
"3475","Occidozyga semipalmata","Amphibian"
"3476","Occidozyga sumatrana","Amphibian"
"3477","Occidozyga tompotika","Amphibian"
"3478","Odontobatrachus arndti","Amphibian"
"3479","Odontobatrachus fouta","Amphibian"
"3480","Odontobatrachus natator","Amphibian"
"3481","Odontobatrachus smithi","Amphibian"
"3482","Odontobatrachus ziama","Amphibian"
"3483","Odontophrynus achalensis","Amphibian"
"3484","Odontophrynus americanus","Amphibian"
"3485","Odontophrynus barrioi","Amphibian"
"3486","Odontophrynus carvalhoi","Amphibian"
"3487","Odontophrynus cordobae","Amphibian"
"3488","Odontophrynus cultripes","Amphibian"
"3489","Odontophrynus juquinha","Amphibian"
"3490","Odontophrynus lavillai","Amphibian"
"3491","Odontophrynus maisuma","Amphibian"
"3492","Odontophrynus occidentalis","Amphibian"
"3493","Odorrana absita","Amphibian"
"3494","Odorrana amamiensis","Amphibian"
"3495","Odorrana anlungensis","Amphibian"
"3496","Odorrana aureola","Amphibian"
"3497","Odorrana bacboensis","Amphibian"
"3498","Odorrana banaorum","Amphibian"
"3499","Odorrana bolavensis","Amphibian"
"3500","Odorrana cangyuanensis","Amphibian"
"3501","Odorrana chapaensis","Amphibian"
"3502","Odorrana chloronota","Amphibian"
"3503","Odorrana exiliversabilis","Amphibian"
"3504","Odorrana fengkaiensis","Amphibian"
"3505","Odorrana geminata","Amphibian"
"3506","Odorrana gigatympana","Amphibian"
"3507","Odorrana grahami","Amphibian"
"3508","Odorrana graminea","Amphibian"
"3509","Odorrana hainanensis","Amphibian"
"3510","Odorrana hejiangensis","Amphibian"
"3511","Odorrana hosii","Amphibian"
"3512","Odorrana huanggangensis","Amphibian"
"3513","Odorrana indeprensa","Amphibian"
"3514","Odorrana ishikawae","Amphibian"
"3515","Odorrana jingdongensis","Amphibian"
"3516","Odorrana junlianensis","Amphibian"
"3517","Odorrana khalam","Amphibian"
"3518","Odorrana kuangwuensis","Amphibian"
"3519","Odorrana kweichowensis","Amphibian"
"3520","Odorrana lipuensis","Amphibian"
"3521","Odorrana livida","Amphibian"
"3522","Odorrana lungshengensis","Amphibian"
"3523","Odorrana margaretae","Amphibian"
"3524","Odorrana morafkai","Amphibian"
"3525","Odorrana nanjiangensis","Amphibian"
"3526","Odorrana narina","Amphibian"
"3527","Odorrana nasica","Amphibian"
"3528","Odorrana nasuta","Amphibian"
"3529","Odorrana rotodora","Amphibian"
"3530","Odorrana schmackeri","Amphibian"
"3531","Odorrana splendida","Amphibian"
"3532","Odorrana supranarina","Amphibian"
"3533","Odorrana swinhoana","Amphibian"
"3534","Odorrana tianmuii","Amphibian"
"3535","Odorrana tiannanensis","Amphibian"
"3536","Odorrana tormota","Amphibian"
"3537","Odorrana trankieni","Amphibian"
"3538","Odorrana utsunomiyaorum","Amphibian"
"3539","Odorrana versabilis","Amphibian"
"3540","Odorrana wuchuanensis","Amphibian"
"3541","Odorrana yentuensis","Amphibian"
"3542","Odorrana yizhangensis","Amphibian"
"3543","Odorrana yunnanensis","Amphibian"
"3544","Odorrana zhaoi","Amphibian"
"3545","Oedipina poelzi","Amphibian"
"3546","Ololygon agilis","Amphibian"
"3547","Ololygon albicans","Amphibian"
"3548","Ololygon angrensis","Amphibian"
"3549","Ololygon argyreornata","Amphibian"
"3550","Ololygon ariadne","Amphibian"
"3551","Ololygon aromothyella","Amphibian"
"3552","Ololygon berthae","Amphibian"
"3553","Ololygon brieni","Amphibian"
"3554","Ololygon caissara","Amphibian"
"3555","Ololygon canastrensis","Amphibian"
"3556","Ololygon cardosoi","Amphibian"
"3557","Ololygon carnevallii","Amphibian"
"3558","Ololygon catharinae","Amphibian"
"3559","Ololygon centralis","Amphibian"
"3560","Ololygon flavoguttata","Amphibian"
"3561","Ololygon hiemalis","Amphibian"
"3562","Ololygon humilis","Amphibian"
"3563","Ololygon kautskyi","Amphibian"
"3564","Ololygon littoralis","Amphibian"
"3565","Ololygon longilinea","Amphibian"
"3566","Ololygon luizotavioi","Amphibian"
"3567","Ololygon machadoi","Amphibian"
"3568","Ololygon melanodactyla","Amphibian"
"3569","Ololygon obtriangulata","Amphibian"
"3570","Ololygon ranki","Amphibian"
"3571","Ololygon rizibilis","Amphibian"
"3572","Ololygon skaios","Amphibian"
"3573","Ololygon strigilata","Amphibian"
"3574","Ololygon trapicheiroi","Amphibian"
"3575","Ololygon tripui","Amphibian"
"3576","Ombrana sikimensis","Amphibian"
"3577","Ommatotriton nesterovi","Amphibian"
"3578","Ommatotriton ophryticus","Amphibian"
"3579","Ommatotriton vittatus","Amphibian"
"3580","Onychodactylus fischeri","Amphibian"
"3581","Onychodactylus fuscus","Amphibian"
"3582","Onychodactylus intermedius","Amphibian"
"3583","Onychodactylus japonicus","Amphibian"
"3584","Onychodactylus kinneburi","Amphibian"
"3585","Onychodactylus koreanus","Amphibian"
"3586","Onychodactylus nipponoborealis","Amphibian"
"3587","Onychodactylus tsukubaensis","Amphibian"
"3588","Onychodactylus zhaoermii","Amphibian"
"3589","Opisthothylax immaculatus","Amphibian"
"3590","Oreobates granulosus","Amphibian"
"3591","Oreobates saxatilis","Amphibian"
"3592","Oreolalax chuanbeiensis","Amphibian"
"3593","Oreolalax granulosus","Amphibian"
"3594","Oreolalax jingdongensis","Amphibian"
"3595","Oreolalax liangbeiensis","Amphibian"
"3596","Oreolalax lichuanensis","Amphibian"
"3597","Oreolalax major","Amphibian"
"3598","Oreolalax multipunctatus","Amphibian"
"3599","Oreolalax nanjiangensis","Amphibian"
"3600","Oreolalax omeimontis","Amphibian"
"3601","Oreolalax pingii","Amphibian"
"3602","Oreolalax popei","Amphibian"
"3603","Oreolalax puxiongensis","Amphibian"
"3604","Oreolalax rhodostigmatus","Amphibian"
"3605","Oreolalax rugosus","Amphibian"
"3606","Oreolalax schmidti","Amphibian"
"3607","Oreolalax sterlingae","Amphibian"
"3608","Oreolalax xiangchengensis","Amphibian"
"3609","Oreophryne anulata","Amphibian"
"3610","Oreophryne kapisa","Amphibian"
"3611","Oreophrynella huberi","Amphibian"
"3612","Oreophrynella nigra","Amphibian"
"3613","Oreophrynella vasquezi","Amphibian"
"3614","Osteocephalus alboguttatus","Amphibian"
"3615","Osteocephalus buckleyi","Amphibian"
"3616","Osteocephalus cabrerai","Amphibian"
"3617","Osteocephalus camufatus","Amphibian"
"3618","Osteocephalus cannatellai","Amphibian"
"3619","Osteocephalus carri","Amphibian"
"3620","Osteocephalus deridens","Amphibian"
"3621","Osteocephalus festae","Amphibian"
"3622","Osteocephalus helenae","Amphibian"
"3623","Osteocephalus leprieurii","Amphibian"
"3624","Osteocephalus mimeticus","Amphibian"
"3625","Osteocephalus mutabor","Amphibian"
"3626","Osteocephalus taurinus","Amphibian"
"3627","Osteocephalus verruciger","Amphibian"
"3628","Osteocephalus vilarsi","Amphibian"
"3629","Osteocephalus yasuni","Amphibian"
"3630","Osteopilus dominicensis","Amphibian"
"3631","Osteopilus septentrionalis","Amphibian"
"3632","Otophryne pyburni","Amphibian"
"3633","Otophryne robusta","Amphibian"
"3634","Otophryne steyermarki","Amphibian"
"3635","Pachyhynobius shangchengensis","Amphibian"
"3636","Pachytriton airobranchiatus","Amphibian"
"3637","Pachytriton archospotus","Amphibian"
"3638","Pachytriton brevipes","Amphibian"
"3639","Pachytriton changi","Amphibian"
"3640","Pachytriton feii","Amphibian"
"3641","Pachytriton granulosus","Amphibian"
"3642","Pachytriton inexpectatus","Amphibian"
"3643","Pachytriton moi","Amphibian"
"3644","Pachytriton wuguanfui","Amphibian"
"3645","Pachytriton xanthospilos","Amphibian"
"3646","Papurana arfaki","Amphibian"
"3647","Papurana attigua","Amphibian"
"3648","Papurana celebensis","Amphibian"
"3649","Papurana daemeli","Amphibian"
"3650","Papurana elberti","Amphibian"
"3651","Papurana florensis","Amphibian"
"3652","Papurana garritor","Amphibian"
"3653","Papurana jimiensis","Amphibian"
"3654","Papurana kreffti","Amphibian"
"3655","Papurana milleti","Amphibian"
"3656","Papurana milneana","Amphibian"
"3657","Papurana moluccana","Amphibian"
"3658","Papurana novaeguineae","Amphibian"
"3659","Papurana papua","Amphibian"
"3660","Papurana supragrisea","Amphibian"
"3661","Papurana volkerjane","Amphibian"
"3662","Papurana waliesa","Amphibian"
"3663","Paracassina kounhiensis","Amphibian"
"3664","Paracassina obscura","Amphibian"
"3665","Paracrinia haswelli","Amphibian"
"3666","Paradactylodon mustersi","Amphibian"
"3667","Paradactylodon persicus","Amphibian"
"3668","Paradoxophyla palmata","Amphibian"
"3669","Paramesotriton aurantius","Amphibian"
"3670","Paramesotriton caudopunctatus","Amphibian"
"3671","Paramesotriton chinensis","Amphibian"
"3672","Paramesotriton deloustali","Amphibian"
"3673","Paramesotriton fuzhongensis","Amphibian"
"3674","Paramesotriton guangxiensis","Amphibian"
"3675","Paramesotriton hongkongensis","Amphibian"
"3676","Paramesotriton labiatus","Amphibian"
"3677","Paramesotriton longliensis","Amphibian"
"3678","Paramesotriton qixilingensis","Amphibian"
"3679","Paramesotriton wulingensis","Amphibian"
"3680","Paramesotriton yunwuensis","Amphibian"
"3681","Paramesotriton zhijinensis","Amphibian"
"3682","Parapelophryne scalpta","Amphibian"
"3683","Paratelmatobius cardosoi","Amphibian"
"3684","Paratelmatobius gaigeae","Amphibian"
"3685","Paratelmatobius poecilogaster","Amphibian"
"3686","Pedostibes tuberculosus","Amphibian"
"3687","Pelobates balcanicus","Amphibian"
"3688","Pelobates cultripes","Amphibian"
"3689","Pelobates fuscus","Amphibian"
"3690","Pelobates syriacus","Amphibian"
"3691","Pelobates varaldii","Amphibian"
"3692","Pelobates vespertinus","Amphibian"
"3693","Pelodytes atlanticus","Amphibian"
"3694","Pelodytes caucasicus","Amphibian"
"3695","Pelodytes ibericus","Amphibian"
"3696","Pelodytes punctatus","Amphibian"
"3697","Pelophryne albotaeniata","Amphibian"
"3698","Pelophryne api","Amphibian"
"3699","Pelophryne brevipes","Amphibian"
"3700","Pelophryne guentheri","Amphibian"
"3701","Pelophryne lighti","Amphibian"
"3702","Pelophryne misera","Amphibian"
"3703","Pelophryne penrissenensis","Amphibian"
"3704","Pelophryne rhopophilia","Amphibian"
"3705","Pelophryne saravacensis","Amphibian"
"3706","Pelophylax bedriagae","Amphibian"
"3707","Pelophylax bergeri","Amphibian"
"3708","Pelophylax caralitanus","Amphibian"
"3709","Pelophylax cerigensis","Amphibian"
"3710","Pelophylax chosenicus","Amphibian"
"3711","Pelophylax cretensis","Amphibian"
"3712","Pelophylax cypriensis","Amphibian"
"3713","Pelophylax epeiroticus","Amphibian"
"3714","Pelophylax fukienensis","Amphibian"
"3715","Pelophylax hubeiensis","Amphibian"
"3716","Pelophylax kurtmuelleri","Amphibian"
"3717","Pelophylax lessonae","Amphibian"
"3718","Pelophylax nigromaculatus","Amphibian"
"3719","Pelophylax perezi","Amphibian"
"3720","Pelophylax plancyi","Amphibian"
"3721","Pelophylax porosus","Amphibian"
"3722","Pelophylax ridibundus","Amphibian"
"3723","Pelophylax saharicus","Amphibian"
"3724","Pelophylax shqipericus","Amphibian"
"3725","Pelophylax tenggerensis","Amphibian"
"3726","Pelophylax terentievi","Amphibian"
"3727","Peltophryne armata","Amphibian"
"3728","Peltophryne cataulaciceps","Amphibian"
"3729","Peltophryne dunni","Amphibian"
"3730","Peltophryne empusa","Amphibian"
"3731","Peltophryne florentinoi","Amphibian"
"3732","Peltophryne fustiger","Amphibian"
"3733","Peltophryne guentheri","Amphibian"
"3734","Peltophryne gundlachi","Amphibian"
"3735","Peltophryne lemur","Amphibian"
"3736","Peltophryne longinasus","Amphibian"
"3737","Peltophryne peltocephala","Amphibian"
"3738","Peltophryne taladai","Amphibian"
"3739","Petropedetes cameronensis","Amphibian"
"3740","Petropedetes euskircheni","Amphibian"
"3741","Petropedetes juliawurstnerae","Amphibian"
"3742","Petropedetes newtonii","Amphibian"
"3743","Petropedetes palmipes","Amphibian"
"3744","Petropedetes perreti","Amphibian"
"3745","Petropedetes vulpiae","Amphibian"
"3746","Phantasmarana apuana","Amphibian"
"3747","Phantasmarana boticariana","Amphibian"
"3748","Phantasmarana lutzae","Amphibian"
"3749","Phantasmarana massarti","Amphibian"
"3750","Phasmahyla cochranae","Amphibian"
"3751","Phasmahyla cruzi","Amphibian"
"3752","Phasmahyla exilis","Amphibian"
"3753","Phasmahyla guttata","Amphibian"
"3754","Phasmahyla jandaia","Amphibian"
"3755","Phasmahyla lisbella","Amphibian"
"3756","Phasmahyla spectabilis","Amphibian"
"3757","Phasmahyla timbo","Amphibian"
"3758","Philautus abditus","Amphibian"
"3759","Philautus catbaensis","Amphibian"
"3760","Philautus everetti","Amphibian"
"3761","Philautus kempiae","Amphibian"
"3762","Philautus kerangae","Amphibian"
"3763","Philautus macroscelis","Amphibian"
"3764","Philautus namdaphaensis","Amphibian"
"3765","Philoria frosti","Amphibian"
"3766","Philoria kundagungan","Amphibian"
"3767","Philoria loveridgei","Amphibian"
"3768","Philoria pughi","Amphibian"
"3769","Philoria richmondensis","Amphibian"
"3770","Philoria sphagnicola","Amphibian"
"3771","Phrynella pulchra","Amphibian"
"3772","Phrynobatrachus acridoides","Amphibian"
"3773","Phrynobatrachus acutirostris","Amphibian"
